id;sku;Product name;Manage stock;Stock status;Backorders;Stock;Price;Type;Parent ID
5988;aquabox.red;red ;yes;instock;no;0;0;product-variant;5987
5989;mulotov;Bluetooth Колонка Mulotov;yes;instock;no;;;variable;
8237;mulotov.grey;black ;yes;instock;no;1;599;product-variant;5989
5990;mulotov.red;red ;yes;instock;no;1;599;product-variant;5989
5991;?;Bluetooth Колонка Radiant;yes;instock;no;;;variable;
8232;radiant.black;black ;yes;instock;no;0;0;product-variant;5991
8231;radiant.silver;silver ;yes;instock;no;5;1999;product-variant;5991
5992;radiant.white;white ;yes;instock;no;2;1999;product-variant;5991
5952;rustic;Bluetooth Колонка Rustic;yes;instock;no;;;variable;
8329;rustic.blue;blue ;yes;instock;no;0;0;product-variant;5952
8326;rustic.red;red ;yes;instock;no;0;0;product-variant;5952
5953;rustic.yellow;yellow ;yes;instock;no;1;1399;product-variant;5952
5954;medal;Bluetooth Колонка Medal;yes;instock;no;;;variable;
6528;medal.maroon;MAROON ;yes;instock;no;0;0;product-variant;5954
5955;medal.blue;blue ;yes;instock;no;0;0;product-variant;5954
5956;medal.orange;orange ;yes;instock;no;88;699;product-variant;5954
5957;flash;Bluetooth Колонка Flash;yes;instock;no;;;variable;
8357;flash.black;black ;yes;instock;no;7;999;product-variant;5957
5959;wee;Bluetooth Колонка Wee;yes;instock;no;;;variable;
8366;wee.red;red ;yes;instock;no;0;0;product-variant;5959
5960;wee.blue;blue ;yes;instock;no;0;0;product-variant;5959
5961;wee.gold;gold ;yes;instock;no;0;0;product-variant;5959
5962;wee.pink;pink ;yes;instock;no;0;0;product-variant;5959
5963;spire;Bluetooth Колонка Spire;yes;instock;no;;;variable;
8265;spire.red;red ;yes;instock;no;0;0;product-variant;5963
5964;spire.blue;blue ;yes;instock;no;4;1299;product-variant;5963
5965;spire.gold;gold ;yes;instock;no;4;1299;product-variant;5963
5966;spire.silver;silver ;yes;instock;no;0;0;product-variant;5963
5967;bikerock;Bluetooth Колонка Bikerock;yes;instock;no;;;variable;
8281;bikerock.blue;blue ;yes;instock;no;2;899;product-variant;5967
5968;bikerock.maroon;MAROON ;yes;instock;no;24;899;product-variant;5967
5969;orbit;Bluetooth Колонка Orbit;yes;instock;no;0;0;variable;
8302;orbit;pink ;yes;instock;no;0;0;product-variant;5969
8301;orbit.blue;blue ;yes;instock;no;0;0;product-variant;5969
5970;orbit.maroon;MAROON ;yes;instock;no;1;999;product-variant;5969
5971;orbit.black;black ;yes;instock;no;1;999;product-variant;5969
5934;macshell-air11;Накладка на Macbook-11 Air macShell-11 air;yes;instock;no;;;variable;
10188;macshell-air11.clear;Clear ;yes;instock;no;37;599;product-variant;5934
5935;macshell-air11.black;black ;yes;instock;no;40;599;product-variant;5934
5936;macshell-air11.pink;pink ;yes;instock;no;1;599;product-variant;5934
5937;macshell-pro13;Накладка на Macbook-13 Pro macShell-13 pro;yes;instock;no;;;variable;
10152;macshell-pro13.clear;Clear ;yes;instock;no;7;699;product-variant;5937
5938;macshell-pro13.black;black ;yes;instock;no;0;0;product-variant;5937
5939;macshell-pro13.purple;purple ;yes;instock;no;2;699;product-variant;5937
5940;macshell-pro13.blue;blue ;yes;instock;no;0;0;product-variant;5937
5941;macshell-pro13.pink;pink ;yes;instock;no;26;699;product-variant;5937
5942;macshell-pro13.red;red ;yes;instock;no;18;699;product-variant;5937
5943;macshell-air13;Накладка на Macbook-13 Air macShell-13 air;yes;instock;no;;;variable;
10118;macshell-air13.clear;Clear ;yes;instock;no;2;699;product-variant;5943
5944;macshell-air13.black;black ;yes;instock;no;46;699;product-variant;5943
5945;macshell-air13.purple;purple ;yes;instock;no;28;699;product-variant;5943
5946;macshell-air13.blue;blue ;yes;instock;no;0;0;product-variant;5943
5947;macshell-air13.pink;pink ;yes;instock;no;0;0;product-variant;5943
5948;macshell-air13.red;red ;yes;instock;no;0;0;product-variant;5943
5949;macline-air11;Накладка на Macbook-11 Air macline-11 air;yes;instock;no;;;variable;
5950;macline-air11.brown;brown ;yes;instock;no;0;0;product-variant;5949
5951;macline-air11.red;red ;yes;instock;no;4;799;product-variant;5949
5913;solix-1;Беспроводные наушники Solix-1;yes;instock;no;;;variable;
8451;solix-1.black;black ;yes;instock;no;69;1199;product-variant;5913
5914;solix-1.red;red ;yes;instock;no;1;1199;product-variant;5913
5915;solix-1.blue;blue ;yes;instock;no;87;1199;product-variant;5913
5916;;Беспроводные наушники Astro;yes;instock;no;;;variable;
8378;astro.black;black ;yes;instock;no;20;999;product-variant;5916
5917;astro.blue;blue ;yes;instock;no;40;999;product-variant;5916
5918;astro.green;light green ;yes;instock;no;41;999;product-variant;5916
5919;;Беспроводные наушники Vitally-1;yes;instock;no;;;variable;
8404;vitally-1.black;black ;yes;instock;no;42;1199;product-variant;5919
5920;;Беспроводные наушники Match;yes;instock;no;;;variable;
8480;match.black;black ;yes;instock;no;2;1049;product-variant;5920
5921;match.bronze;BRONZE ;yes;instock;no;0;0;product-variant;5920
5922;match.maroon;MAROON ;yes;instock;no;1;1049;product-variant;5920
5923;;Bluetooth Гарнитура Ace;yes;instock;no;;;variable;
5924;ace.white;white ;yes;instock;no;17;499;product-variant;5923
5925;ace.black;black ;yes;instock;no;81;499;product-variant;5923
5927;;Накладка на Macbook-12 macShell-12;yes;instock;no;;;variable;
10208;macshell-12.clear;Clear ;yes;instock;no;9;599;product-variant;5927
5928;macshell-12.black;black ;yes;instock;no;10;599;product-variant;5927
5929;macshell-12.purple;purple ;yes;instock;no;9;599;product-variant;5927
5930;macshell-12.blue;blue ;yes;instock;no;3;599;product-variant;5927
5931;;Накладка на Macbook-15 Pro macShell-15 pro;yes;instock;no;;;variable;
10207;macshell-pro15.clear;Clear ;yes;instock;no;18;799;product-variant;5931
5932;macshell-pro15.black;black ;yes;instock;no;28;799;product-variant;5931
5933;macshell-pro15.purple;purple ;yes;instock;no;11;799;product-variant;5931
5894;;Проводные наушники Retro;yes;instock;no;;;variable;
8785;retro.purple;purple ;yes;instock;no;1;349;product-variant;5894
5895;retro.pink;pink ;yes;instock;no;7;349;product-variant;5894
5896;retro.brown;brown ;yes;instock;no;9;349;product-variant;5894
5897;;Проводные наушники Vogue;yes;instock;no;;;variable;
8811;vogue.red;red ;yes;instock;no;0;0;product-variant;5897
5898;vogue.gold;gold ;yes;instock;no;0;0;product-variant;5897
5899;vogue.black;black ;yes;instock;no;3;349;product-variant;5897
5900;;Проводные наушники earMate-Uni1;yes;instock;no;;;variable;
8836;earmate-uni1.black;black ;yes;instock;no;152;199;product-variant;5900
5901;earmate-uni1.white;white ;yes;instock;no;78;199;product-variant;5900
5902;;Проводные наушники Thump;yes;instock;no;;;variable;
9434;thump.black;black ;yes;instock;no;251;599;product-variant;5902
5903;thump.brown;brown ;yes;instock;no;11;599;product-variant;5902
5904;thump.blue;blue ;yes;instock;no;9;599;product-variant;5902
5905;;Проводные наушники Sonic;yes;instock;no;;;variable;
9406;sonic.red;red ;yes;instock;no;20;433;product-variant;5905
5906;sonic.yellow;yellow ;yes;instock;no;4;433;product-variant;5905
5907;sonic.blue;blue ;yes;instock;no;14;443;product-variant;5905
5908;sonic.grey;grey ;yes;instock;no;18;433;product-variant;5905
5909;;Проводные наушники Encore;yes;instock;no;;;variable;
9374;encore.black;black ;yes;instock;no;21;443;product-variant;5909
5912;encore.blue;blue ;yes;instock;no;1;443;product-variant;5909
5910;encore.purple;purple ;yes;instock;no;10;443;product-variant;5909
5911;encore.pink;pink ;yes;instock;no;11;443;product-variant;5909
5888;;Проводные наушники Active;yes;instock;no;;;variable;
8877;active.black;black ;yes;instock;no;9;349;product-variant;5888
5889;active.white;white ;yes;instock;no;34;349;product-variant;5888
5890;;Проводные наушники Pearli;yes;instock;no;;;variable;
8847;pearli.white;white ;yes;instock;no;19;399;product-variant;5890
5892;pearli.blue;blue ;yes;instock;no;4;399;product-variant;5890
5893;pearli.grey;grey ;yes;instock;no;1;399;product-variant;5890
5891;pearli.pink;pink ;yes;instock;no;21;399;product-variant;5890
5875;;Проводные наушники Tone;yes;instock;no;;;variable;
9475;tone.red;red ;yes;instock;no;11;699;product-variant;5875
5876;tone.black;black ;yes;instock;no;0;0;product-variant;5875
5877;tone.grey;grey ;yes;instock;no;0;0;product-variant;5875
5878;;Проводные наушники gearPod-IS;yes;instock;no;;;variable;
8940;gearpod-is.black;black ;yes;instock;no;550;169;product-variant;5878
5879;gearpod-is.white;white ;yes;instock;no;189;169;product-variant;5878
5880;;Проводные наушники earMate-IS;yes;instock;no;;;variable;
8721;earmate-is.black;black ;yes;instock;no;2;199;product-variant;5880
5881;earmate-is.white;white ;yes;instock;no;4;199;product-variant;5880
5882;;Проводные наушники Valiant;yes;instock;no;;;variable;
9353;valiant.black;black ;yes;instock;no;1;1199;product-variant;5882
5883;valiant.white;white ;yes;instock;no;0;0;product-variant;5882
5884;;Проводные наушники Boom;yes;instock;no;;;variable;
8890;boom.black;black ;yes;instock;no;20;499;product-variant;5884
5885;boom.brown;brown ;yes;instock;no;20;499;product-variant;5884
5886;boom.blue;blue ;yes;instock;no;10;499;product-variant;5884
5887;boom.green;green ;yes;instock;no;11;499;product-variant;5884
5855;natty.red;Проводные наушники Natty;yes;instock;no;0;0;variable;
9157;natty.red;red ;yes;instock;no;0;0;product-variant;5855
5856;natty.green;green ;yes;instock;no;0;0;product-variant;5855
5857;natty.pink;pink ;yes;instock;no;0;0;product-variant;5855
5858;natty.blue;blue ;yes;instock;no;0;0;product-variant;5855
5859;natty.yellow;yellow ;yes;instock;no;0;0;product-variant;5855
5860;;Проводные наушники Jazzy;yes;instock;no;;;variable;
9258;jazzy.red;red ;yes;instock;no;92;199;product-variant;5860
5861;jazzy.green;green ;yes;instock;no;173;199;product-variant;5860
5862;jazzy.pink;pink ;yes;instock;no;7;199;product-variant;5860
5863;jazzy.blue;blue ;yes;instock;no;62;199;product-variant;5860
5864;jazzy.yellow;yellow ;yes;instock;no;0;0;product-variant;5860
5865;;Проводные наушники Glitzy;yes;instock;no;;;variable;
9131;glitzy.red;red ;yes;instock;no;4;199;product-variant;5865
5866;glitzy.green;green ;yes;instock;no;0;0;product-variant;5865
5867;glitzy.pink;pink ;yes;instock;no;3;199;product-variant;5865
5868;glitzy.blue;blue ;yes;instock;no;1;199;product-variant;5865
5869;glitzy.yellow;yellow ;yes;instock;no;1;199;product-variant;5865
5870;;Проводные наушники Gaudy;yes;instock;no;;;variable;
9089;gaudy.red;red ;yes;instock;no;2;199;product-variant;5870
5872;gaudy.pink;pink ;yes;instock;no;3;199;product-variant;5870
5873;gaudy.blue;blue ;yes;instock;no;0;0;product-variant;5870
5874;gaudy.yellow;yellow ;yes;instock;no;1;199;product-variant;5870
5871;gaudy.green;green ;yes;instock;no;1;199;product-variant;5870
5832;;Проводные наушники Aurus;yes;instock;no;;;variable;
6656;aurus.black;black ;yes;instock;no;10;299;product-variant;5832
5833;aurus.red;red ;yes;instock;no;25;299;product-variant;5832
5834;aurus.white;white ;yes;instock;no;15;299;product-variant;5832
5835;prodyna.black;Проводные наушники proDyna;yes;instock;no;47;349;variable;
9535;prodyna.black;black ;yes;instock;no;47;349;product-variant;5835
5836;prodyna.white;white ;yes;instock;no;72;349;product-variant;5835
5837;;Проводные наушники Chrome;yes;instock;no;;;variable;
9486;chrome.red;red ;yes;instock;no;37;349;product-variant;5837
5838;chrome.black;black ;yes;instock;no;2;349;product-variant;5837
5839;chrome.gold;gold ;yes;instock;no;7;349;product-variant;5837
5840;chrome.champagne;champagne ;yes;instock;no;0;0;product-variant;5837
5841;chrome.silver;silver ;yes;instock;no;35;349;product-variant;5837
5842;vent.black;Проводные наушники Vent;yes;instock;no;127;399;variable;
9523;vent.black;black ;yes;instock;no;127;399;product-variant;5842
5843;vent.white;white ;yes;instock;no;3;399;product-variant;5842
5844;;Проводные наушники Urban;yes;instock;no;;;variable;
9506;urban.black;black ;yes;instock;no;1;699;product-variant;5844
5845;urban.grey;grey ;yes;instock;no;0;0;product-variant;5844
5846;urban.red;red ;yes;instock;no;1;699;product-variant;5844
5847;;Проводные наушники Crafti;yes;instock;no;;;variable;
9305;crafti.red;red ;yes;instock;no;3;349;product-variant;5847
5848;crafti.black;black ;yes;instock;no;1;349;product-variant;5847
5849;crafti.white;white ;yes;instock;no;1;349;product-variant;5847
5850;crafti.orange;orange ;yes;instock;no;9;349;product-variant;5847
5851;lacey.red;Проводные наушники Lacey;yes;instock;no;41;349;variable;
9199;lacey.red;red ;yes;instock;no;41;349;product-variant;5851
5852;lacey.blue;blue ;yes;instock;no;37;349;product-variant;5851
5853;lacey.pink;pink ;yes;instock;no;18;349;product-variant;5851
5854;lacey.orange;orange ;yes;instock;no;43;349;product-variant;5851
5812;swank.red;Проводные наушники Swank;yes;instock;no;83;199;variable;
9035;swank.red;red ;yes;instock;no;83;199;product-variant;5812
5814;swank.pink;pink ;yes;instock;no;36;199;product-variant;5812
5815;swank.blue;blue ;yes;instock;no;116;199;product-variant;5812
5816;swank.yellow;yellow ;yes;instock;no;46;199;product-variant;5812
5817;swish.red;Проводные наушники Swish;yes;instock;no;0;0;variable;
8988;swish.red;red ;yes;instock;no;0;0;product-variant;5817
5818;swish.green;green ;yes;instock;no;1;199;product-variant;5817
5819;swish.pink;pink ;yes;instock;no;2;199;product-variant;5817
5820;swish.blue;blue ;yes;instock;no;0;0;product-variant;5817
5821;swish.yellow;yellow ;yes;instock;no;2;199;product-variant;5817
5822;brazen.red;Проводные наушники Brazen;yes;instock;no;;;variable;
5823;brazen.green;green ;yes;instock;no;0;0;product-variant;5822
5824;brazen.pink;pink ;yes;instock;no;4;199;product-variant;5822
5825;brazen.blue;blue ;yes;instock;no;3;199;product-variant;5822
5826;brazen.yellow;yellow ;yes;instock;no;4;199;product-variant;5822
5827;;Проводные наушники Snazzy;yes;instock;no;;;variable;
8953;snazzy.red;red ;yes;instock;no;78;199;product-variant;5827
5828;snazzy.green;green ;yes;instock;no;2;199;product-variant;5827
5829;snazzy.pink;pink ;yes;instock;no;96;199;product-variant;5827
5830;snazzy.blue;blue ;yes;instock;no;73;199;product-variant;5827
5831;snazzy.yellow;yellow ;yes;instock;no;97;199;product-variant;5827
6237;;Автомобильное зарядное устройство Spark-2;yes;instock;no;;;variable;
7263;spark-2.black;black ;yes;instock;no;50;599;product-variant;6237
6320;;Рюкзак для ноутбука Rebel-BP;yes;instock;no;;;variable;
6795;rebel-bp.black;black ;yes;instock;no;7;1599;product-variant;6320
6055;;Автодержатель riseMount;yes;instock;no;;;variable;
8064;risemount.black;black ;yes;instock;no;121;249;product-variant;6055
6056;risemount.orange;orange ;yes;instock;no;62;249;product-variant;6055
6035;;УМБ Polymax-uni;yes;instock;no;;;variable;
7242;polymax-uni.black;black ;yes;instock;no;62;1299;product-variant;6035
6317;;Сумка для ноутбука Charlette;yes;instock;no;;;variable;
7468;charlette.black;black ;yes;instock;no;1;1199;product-variant;6317
6318;charlette.red;red ;yes;instock;no;6;1199;product-variant;6317
6068;;Автодержатель Mount;yes;instock;no;;;variable;
8000;mount.pink;pink ;yes;instock;no;20;399;product-variant;6068
6069;mount.black;black ;yes;instock;no;109;399;product-variant;6068
6026;;УМБ Provolta-21;yes;instock;no;;;variable;
7217;provolta-21.black;black ;yes;instock;no;30;1599;product-variant;6026
6027;provolta-21.white;white ;yes;instock;no;10;1599;product-variant;6026
6335;;Рюкзак для ноутбука bizPak-BP;yes;instock;no;;;variable;
6846;bizpak-bp.black;black ;yes;instock;no;20;1199;product-variant;6335
6062;ventgrip.blue;Автодержатель VentGrip;yes;instock;no;150;249;variable;
8034;ventgrip.blue;blue ;yes;instock;no;150;249;product-variant;6062
6063;ventgrip.red;red ;yes;instock;no;148;249;product-variant;6062
6064;ventgrip.gold;gold ;yes;instock;no;120;249;product-variant;6062
6065;ventgrip.silver;silver ;yes;instock;no;128;249;product-variant;6062
6028;;УМБ Cloy-8;yes;instock;no;;;variable;
8444;cloy-8.white;white ;yes;instock;no;5;699;product-variant;6028
6029;cloy-8.blue;blue ;yes;instock;no;6;699;product-variant;6028
6030;cloy-8.yellow;yellow ;yes;instock;no;13;699;product-variant;6028
6031;cloy-8.pink;pink ;yes;instock;no;4;699;product-variant;6028
6344;lucent-mb.grey;Сумка для ноутбука Lucent-MB;yes;instock;no;16;999;variable;
6982;lucent-mb.grey;grey ;yes;instock;no;16;999;product-variant;6344
6072;;Автодержатель proHolder3;yes;instock;no;;;variable;
7950;proholder3.blue;blue ;yes;instock;no;5;499;product-variant;6072
6073;proholder3.pink;pink ;yes;instock;no;13;499;product-variant;6072
6025;mighty.silver;УМБ Mighty;yes;instock;no;2;9999;variable;
8367;mighty.silver;silver ;yes;instock;no;2;9999;product-variant;6025
6351;xpose-xl.black;Сумка для фототехники xPose.XL;yes;instock;no;1;599;variable;
6352;xpose-xl.black;black ;yes;instock;no;1;599;product-variant;6351
6058;magmount.black;Автодержатель MagMount;yes;instock;no;80;369;variable;
8045;magmount.black;black ;yes;instock;no;80;369;product-variant;6058
6016;;УМБ Armor;yes;instock;no;;;variable;
8303;armor.black;black ;yes;instock;no;9;1399;product-variant;6016
6336;commute-bp.black;Рюкзак для ноутбука Commute-BP;yes;instock;no;13;1199;variable;
6736;commute-bp.black;black ;yes;instock;no;13;1199;product-variant;6336
6057;ezgrip.Black;Автодержатель EZgrip;yes;instock;no;201;149;variable;
8057;ezgrip.Black;black ;yes;instock;no;201;149;product-variant;6057
6032;;УМБ BoltQC;yes;instock;no;;;variable;
8479;boltqc.black;black ;yes;instock;no;9;1499;product-variant;6032
6033;boltqc.gold;gold ;yes;instock;no;4;1499;product-variant;6032
6034;boltqc.silver;silver ;yes;instock;no;4;1499;product-variant;6032
6329;gear-mb.black;Сумка для ноутбука Gear-MB;yes;instock;no;54;399;variable;
7120;gear-mb.black;black ;yes;instock;no;54;399;product-variant;6329
6053;magview.black;Автодержатель Magview;yes;instock;no;41;249;variable;
8092;magview.black;black ;yes;instock;no;41;249;product-variant;6053
6017;beam.black;УМБ Beam;yes;instock;no;20;699;variable;
8323;beam.black;black ;yes;instock;no;20;699;product-variant;6017
6018;beam.silver;silver ;yes;instock;no;14;699;product-variant;6017
6019;beam.maroon;MAROON ;yes;instock;no;15;699;product-variant;6017
6332;ascend1-bp.grey;Рюкзак для ноутбука Ascend1-BP;yes;instock;no;6;1099;variable;
6786;ascend1-bp.grey;grey ;yes;instock;no;6;1099;product-variant;6332
6074;proholder4;Автодержатель proHolder4;yes;instock;no;;;variable;
7935;proholder4.black;black ;yes;instock;no;44;899;product-variant;6074
;;;;;;;;;

