id,sku,Product name,Manage stock,Stock status,Backorders,Stock,Type,Parent ID
6513,groove.black,black ,yes,instock,no,26,product-variant,5981
5982,groove.silver,silver ,yes,instock,no,29,product-variant,5981
5983,globo-2.red,Bluetooth Колонка Globo-2,yes,instock,no,1,variable,
8252,globo-2.red,red ,yes,instock,no,1,product-variant,5983
8251,globo-2.black,black ,yes,instock,no,0,product-variant,5983
5984,globo-2.green,green ,yes,instock,no,2,product-variant,5983
5985,globo-2.blue,blue ,yes,instock,no,0,product-variant,5983
5986,globo-2.yellow,yellow ,yes,instock,no,0,product-variant,5983
5987,aquabox.blue,Bluetooth Колонка Aguabox,yes,instock,no,0,variable,
6627,aquabox.blue,blue ,yes,instock,no,0,product-variant,5987
5988,aquabox.red,red ,yes,instock,no,0,product-variant,5987
5989,mulotov.grey,Bluetooth Колонка Mulotov,yes,instock,no,4,variable,
8237,mulotov.grey,black ,yes,instock,no,4,product-variant,5989
5990,mulotov.red,red ,yes,instock,no,6,product-variant,5989
5991,radiant.black,Bluetooth Колонка Radiant,yes,instock,no,1,variable,
8232,radiant.black,black ,yes,instock,no,1,product-variant,5991
8231,radiant.silver,silver ,yes,instock,no,5,product-variant,5991
5992,radiant.white,white ,yes,instock,no,4,product-variant,5991
5952,rustic.blue,Bluetooth Колонка Rustic,yes,instock,no,0,variable,
8329,rustic.blue,blue ,yes,instock,no,0,product-variant,5952
8326,rustic.red,red ,yes,instock,no,0,product-variant,5952
5953,rustic.yellow,yellow ,yes,instock,no,0,product-variant,5952
5954,medal.maroon,Bluetooth Колонка Medal,yes,instock,no,0,variable,
6528,medal.maroon,MAROON ,yes,instock,no,0,product-variant,5954
5955,medal.blue,blue ,yes,instock,no,0,product-variant,5954
5956,medal.orange,orange ,yes,instock,no,181,product-variant,5954
5957,flash.black,Bluetooth Колонка Flash,yes,instock,no,3,variable,
8357,flash.black,black ,yes,instock,no,3,product-variant,5957
5958,sense.black,Bluetooth Колонка Sense,yes,instock,no,133,variable,
10459,sense.black,black ,yes,instock,no,133,product-variant,5958
5959,wee.red,Bluetooth Колонка Wee,yes,instock,no,0,variable,
8366,wee.red,red ,yes,instock,no,0,product-variant,5959
5960,wee.blue,blue ,yes,instock,no,0,product-variant,5959
5961,wee.gold,gold ,yes,instock,no,0,product-variant,5959
5962,wee.pink,pink ,yes,instock,no,0,product-variant,5959
5963,spire.red,Bluetooth Колонка Spire,yes,instock,no,3,variable,
8265,spire.red,red ,yes,instock,no,3,product-variant,5963
5964,spire.blue,blue ,yes,instock,no,10,product-variant,5963
5965,spire.gold,gold ,yes,instock,no,7,product-variant,5963
5966,spire.silver,silver ,yes,instock,no,6,product-variant,5963
5967,bikerock.blue,Bluetooth Колонка Bikerock,yes,instock,no,13,variable,
8281,bikerock.blue,blue ,yes,instock,no,13,product-variant,5967
5968,bikerock.maroon,MAROON ,yes,instock,no,35,product-variant,5967
5969,orbit.pink,Bluetooth Колонка Orbit,yes,instock,no,10,variable,
8302,orbit.pink,orange ,yes,instock,no,10,product-variant,5969
8301,orbit.blue,blue ,yes,instock,no,0,product-variant,5969
5970,orbit.maroon,MAROON ,yes,instock,no,5,product-variant,5969
5971,orbit.black,black ,yes,instock,no,5,product-variant,5969
5934,macshell-air11.clear,Накладка на Macbook-11 Air macShell-11 air,yes,instock,no,39,variable,
10188,macshell-air11.clear,Clear ,yes,instock,no,39,product-variant,5934
5935,macshell-air11.black,black ,yes,instock,no,41,product-variant,5934
5936,macshell-air11.pink,pink ,yes,instock,no,1,product-variant,5934
5937,macshell-pro13.clear,Накладка на Macbook-13 Pro macShell-13 pro,yes,instock,no,17,variable,
10152,macshell-pro13.clear,Clear ,yes,instock,no,17,product-variant,5937
5938,macshell-pro13.black,black ,yes,instock,no,6,product-variant,5937
5939,macshell-pro13.purple,purple ,yes,instock,no,2,product-variant,5937
5940,macshell-pro13.blue,blue ,yes,instock,no,0,product-variant,5937
5941,macshell-pro13.pink,pink ,yes,instock,no,27,product-variant,5937
5942,macshell-pro13.red,red ,yes,instock,no,19,product-variant,5937
5943,macshell-air13.clear,Накладка на Macbook-13 Air macShell-13 air,yes,instock,no,7,variable,
10118,macshell-air13.clear,Clear ,yes,instock,no,7,product-variant,5943
5944,macshell-air13.black,black ,yes,instock,no,55,product-variant,5943
5945,macshell-air13.purple,purple ,yes,instock,no,30,product-variant,5943
5946,macshell-air13.blue,blue ,yes,instock,no,12,product-variant,5943
5947,macshell-air13.pink,pink ,yes,instock,no,0,product-variant,5943
5948,macshell-air13.red,red ,yes,instock,no,0,product-variant,5943
5949,macline-air11.red,Накладка на Macbook-11 Air macline-11 air,yes,instock,no,4,variable,
5950,macline-air11.brown,brown ,yes,instock,no,0,product-variant,5949
5951,macline-air11.red,red ,yes,instock,no,4,product-variant,5949
5913,solix-1.black,Беспроводные наушники Solix-1,yes,instock,no,89,variable,
8451,solix-1.black,black ,yes,instock,no,89,product-variant,5913
5914,solix-1.red,red ,yes,instock,no,37,product-variant,5913
5915,solix-1.blue,blue ,yes,instock,no,100,product-variant,5913
5916,astro.black,Беспроводные наушники Astro,yes,instock,no,0,variable,
8378,astro.black,black ,yes,instock,no,0,product-variant,5916
5917,astro.blue,blue ,yes,instock,no,0,product-variant,5916
5918,astro.green,light green ,yes,instock,no,27,product-variant,5916
5919,vitally-1.black,Беспроводные наушники Vitally-1,yes,instock,no,52,variable,
8404,vitally-1.black,black ,yes,instock,no,52,product-variant,5919
5920,match.black,Беспроводные наушники Match,yes,instock,no,2,variable,
8480,match.black,black ,yes,instock,no,2,product-variant,5920
5921,match.bronze,BRONZE ,yes,instock,no,0,product-variant,5920
5922,match.maroon,MAROON ,yes,instock,no,1,product-variant,5920
5923,ace.black,Bluetooth Гарнитура Ace,yes,instock,no,0,variable,
5924,ace.white,white ,yes,instock,no,10,product-variant,5923
5925,aria.black,black ,yes,instock,no,1,product-variant,5923
5927,macshell-12.clear,Накладка на Macbook-12 macShell-12,yes,instock,no,12,variable,
10208,macshell-12.clear,Clear ,yes,instock,no,12,product-variant,5927
5928,macshell-12.black,black ,yes,instock,no,13,product-variant,5927
5929,macshell-12.purple,purple ,yes,instock,no,9,product-variant,5927
5930,macshell-12.blue,blue ,yes,instock,no,5,product-variant,5927
5931,macshell-pro15.clear,Накладка на Macbook-15 Pro macShell-15 pro,yes,instock,no,21,variable,
10207,macshell-pro15.clear,Clear ,yes,instock,no,21,product-variant,5931
5932,macshell-pro15.black,black ,yes,instock,no,34,product-variant,5931
5933,macshell-pro15.purple,purple ,yes,instock,no,14,product-variant,5931
5894,retro.purple,Проводные наушники Retro,yes,instock,no,9,variable,
8785,retro.purple,purple ,yes,instock,no,9,product-variant,5894
5895,retro.pink,pink ,yes,instock,no,10,product-variant,5894
5896,retro.brown,brown ,yes,instock,no,10,product-variant,5894
5897,vogue.red,Проводные наушники Vogue,yes,instock,no,10,variable,
8811,vogue.red,red ,yes,instock,no,10,product-variant,5897
5898,vogue.gold,gold ,yes,instock,no,10,product-variant,5897
5899,vogue.black,black ,yes,instock,no,10,product-variant,5897
5900,earmate-uni1.black,Проводные наушники earMate-Uni1,yes,instock,no,160,variable,
8836,earmate-uni1.black,black ,yes,instock,no,160,product-variant,5900
5901,earmate-uni1.white,white ,yes,instock,no,81,product-variant,5900
5902,thump.black,Проводные наушники Thump,yes,instock,no,300,variable,
9434,thump.black,black ,yes,instock,no,300,product-variant,5902
5903,thump.brown,brown ,yes,instock,no,20,product-variant,5902
5904,thump.blue,blue ,yes,instock,no,19,product-variant,5902
5905,sonic.red,Проводные наушники Sonic,yes,instock,no,19,variable,
9406,sonic.red,red ,yes,instock,no,19,product-variant,5905
5906,sonic.yellow,yellow ,yes,instock,no,18,product-variant,5905
5907,sonic.blue,blue ,yes,instock,no,20,product-variant,5905
5908,sonic.grey,grey ,yes,instock,no,20,product-variant,5905
5909,encore.black,Проводные наушники Encore,yes,instock,no,9,variable,
9374,encore.black,black ,yes,instock,no,9,product-variant,5909
5912,encore.blue,blue ,yes,instock,no,9,product-variant,5909
5910,encore.purple,purple ,yes,instock,no,8,product-variant,5909
5911,encore.pink,pink ,yes,instock,no,9,product-variant,5909
5888,active.black,Проводные наушники Active,yes,instock,no,65,variable,
8877,active.black,black ,yes,instock,no,65,product-variant,5888
5889,active.white,white ,yes,instock,no,68,product-variant,5888
5890,pearli.pink,Проводные наушники Perli,yes,instock,no,7,variable,
8847,pearli.white,white ,yes,instock,no,7,product-variant,5890
5892,pearli.blue,blue ,yes,instock,no,10,product-variant,5890
5893,pearli.grey,grey ,yes,instock,no,10,product-variant,5890
5891,pearli.pink,pink ,yes,instock,no,7,product-variant,5890
5875,tone.red,Проводные наушники Tone,yes,instock,no,11,variable,
9475,tone.red,red ,yes,instock,no,11,product-variant,5875
5876,tone.black,black ,yes,instock,no,1,product-variant,5875
5877,tone.grey,grey ,yes,instock,no,10,product-variant,5875
5878,gearpod-is.black,Проводные наушники gearPod-IS,yes,instock,no,911,variable,
8940,gearpod-is.black,black ,yes,instock,no,911,product-variant,5878
5879,gearpod-is.white,white ,yes,instock,no,554,product-variant,5878
5880,earmate-is.black,Проводные наушники earMate-IS,yes,instock,no,19,variable,
8721,earmate-is.black,black ,yes,instock,no,19,product-variant,5880
5881,earmate-is.white,white ,yes,instock,no,20,product-variant,5880
5882,valiant.black,Проводные наушники Valiant,yes,instock,no,5,variable,
9353,valiant.black,black ,yes,instock,no,5,product-variant,5882
5883,valiant.white,white ,yes,instock,no,4,product-variant,5882
5884,boom.black,Проводные наушники Boom,yes,instock,no,0,variable,
8890,boom.black,black ,yes,instock,no,0,product-variant,5884
5885,boom.brown,brown ,yes,instock,no,4,product-variant,5884
5886,boom.blue,blue ,yes,instock,no,8,product-variant,5884
5887,boom.green,green ,yes,instock,no,5,product-variant,5884
5855,natty.red,Проводные наушники Natty,yes,instock,no,1,variable,
9157,natty.red,red ,yes,instock,no,1,product-variant,5855
5856,natty.green,green ,yes,instock,no,1,product-variant,5855
5857,natty.pink,pink ,yes,instock,no,0,product-variant,5855
5858,natty.blue,blue ,yes,instock,no,1,product-variant,5855
5859,natty.yellow,yellow ,yes,instock,no,1,product-variant,5855
5860,jazzy.red,Проводные наушники Jazzy,yes,instock,no,92,variable,
9258,jazzy.red,red ,yes,instock,no,92,product-variant,5860
5861,jazzy.green,green ,yes,instock,no,183,product-variant,5860
5862,jazzy.pink,pink ,yes,instock,no,9,product-variant,5860
5863,jazzy.blue,blue ,yes,instock,no,79,product-variant,5860
5864,jazzy.yellow,yellow ,yes,instock,no,0,product-variant,5860
5865,glitzy.red,Проводные наушники Glitzy,yes,instock,no,1,variable,
9131,glitzy.red,red ,yes,instock,no,1,product-variant,5865
5866,glitzy.green,green ,yes,instock,no,1,product-variant,5865
5867,glitzy.pink,pink ,yes,instock,no,1,product-variant,5865
5868,glitzy.blue,blue ,yes,instock,no,2,product-variant,5865
5869,glitzy.yellow,yellow ,yes,instock,no,0,product-variant,5865
5870,gaudy.red,Проводные наушники Gaudy,yes,instock,no,3,variable,
9089,gaudy.red,red ,yes,instock,no,3,product-variant,5870
5872,gaudy.pink,pink ,yes,instock,no,3,product-variant,5870
5873,gaudy.blue,blue ,yes,instock,no,1,product-variant,5870
5874,gaudy.yellow,yellow ,yes,instock,no,1,product-variant,5870
5871,gaudy.green,green ,yes,instock,no,1,product-variant,5870
5832,aurus.black,Проводные наушники Aurus,yes,instock,no,15,variable,
6656,aurus.black,black ,yes,instock,no,15,product-variant,5832
5833,aurus.red,red ,yes,instock,no,22,product-variant,5832
5834,aurus.white,white ,yes,instock,no,14,product-variant,5832
5835,prodyna.black,Проводные наушники proDyna,yes,instock,no,74,variable,
9535,prodyna.black,black ,yes,instock,no,74,product-variant,5835
5836,prodyna.white,white ,yes,instock,no,75,product-variant,5835
5837,chrome.red,Проводные наушники Chrome,yes,instock,no,40,variable,
9486,chrome.red,red ,yes,instock,no,40,product-variant,5837
5838,chrome.black,black ,yes,instock,no,8,product-variant,5837
5839,chrome.gold,gold ,yes,instock,no,2,product-variant,5837
5840,chrome.champagne,champagne ,yes,instock,no,0,product-variant,5837
5841,chrome.silver,silver ,yes,instock,no,36,product-variant,5837
5842,vent.black,Проводные наушники Vent,yes,instock,no,145,variable,
9523,vent.black,black ,yes,instock,no,145,product-variant,5842
5843,vent.white,white ,yes,instock,no,3,product-variant,5842
5844,urban.black,Проводные наушники Urban,yes,instock,no,14,variable,
9506,urban.black,black ,yes,instock,no,14,product-variant,5844
5845,urban.grey,grey ,yes,instock,no,2,product-variant,5844
5846,urban.red,red ,yes,instock,no,7,product-variant,5844
5847,crafti.red,Проводные наушники Crafti,yes,instock,no,2,variable,
9305,crafti.red,red ,yes,instock,no,2,product-variant,5847
5848,crafti.black,black ,yes,instock,no,0,product-variant,5847
5849,crafti.white,white ,yes,instock,no,1,product-variant,5847
5850,crafti.orange,orange ,yes,instock,no,10,product-variant,5847
5851,lacey.red,Проводные наушники Lacey,yes,instock,no,2,variable,
9199,lacey.red,red ,yes,instock,no,2,product-variant,5851
5852,lacey.blue,blue ,yes,instock,no,0,product-variant,5851
5853,lacey.pink,pink ,yes,instock,no,23,product-variant,5851
5854,lacey.orange,orange ,yes,instock,no,1,product-variant,5851
5812,swank.red,Проводные наушники Swank,yes,instock,no,94,variable,
9035,swank.red,red ,yes,instock,no,94,product-variant,5812
5813,swank.green,green ,yes,instock,no,1,product-variant,5812
5814,swank.pink,pink ,yes,instock,no,34,product-variant,5812
5815,swank.blue,blue ,yes,instock,no,130,product-variant,5812
5816,swank.yellow,yellow ,yes,instock,no,51,product-variant,5812
5817,swish.red,Проводные наушники Swish,yes,instock,no,1,variable,
8988,swish.red,red ,yes,instock,no,1,product-variant,5817
5818,swish.green,green ,yes,instock,no,1,product-variant,5817
5819,swish.pink,pink ,yes,instock,no,1,product-variant,5817
5820,swish.blue,blue ,yes,instock,no,5,product-variant,5817
5821,swish.yellow,yellow ,yes,instock,no,1,product-variant,5817
5822,brazen.red,Проводные наушники Brazen,yes,instock,no,1,variable,
5823,brazen.green,green ,yes,instock,no,3,product-variant,5822
5824,brazen.pink,pink ,yes,instock,no,9,product-variant,5822
5825,brazen.blue,blue ,yes,instock,no,0,product-variant,5822
5826,brazen.yellow,yellow ,yes,instock,no,17,product-variant,5822
5827,snazzy.red,Проводные наушники Snazzy,yes,instock,no,11,variable,
8953,snazzy.red,red ,yes,instock,no,11,product-variant,5827
5828,snazzy.green,green ,yes,instock,no,2,product-variant,5827
5829,snazzy.pink,pink ,yes,instock,no,106,product-variant,5827
5830,snazzy.blue,blue ,yes,instock,no,156,product-variant,5827
5831,snazzy.yellow,yellow ,yes,instock,no,108,product-variant,5827
